,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Batsman
8458,86*,86.0,91.0,94.5,5.0,2.0,West Indies,North Sound,Rohit Sharma 
8459,39,39.0,47.0,82.97,0.0,1.0,West Indies,North Sound,Rohit Sharma 
8460,57,57.0,72.0,79.16,2.0,1.0,West Indies,Kingston,Rohit Sharma 
8461,0*,0.0,1.0,0.0,0.0,0.0,England,Chester-le-Street,Rohit Sharma 
8462,72.0,72.0,99.0,72.72,3.0,1.0,West Indies,Cuttack,Rohit Sharma 
8463,90*,90.0,98.0,91.83,7.0,2.0,West Indies,Visakhapatnam,Rohit Sharma 
8464,95.0,95.0,100.0,95.0,10.0,1.0,West Indies,Ahmedabad,Rohit Sharma 
8465,27,27.0,16.0,168.75,3.0,0.0,West Indies,Indore,Rohit Sharma 
8466,21,21.0,26.0,80.76,1.0,0.0,West Indies,Chennai,Rohit Sharma 
8467,21,21.0,21.0,100.0,2.0,0.0,Australia,Melbourne,Rohit Sharma 
8468,10.0,10.0,17.0,58.82,1.0,0.0,Sri Lanka,Perth,Rohit Sharma 
8469,33,33.0,41.0,80.48,1.0,1.0,Australia,Adelaide,Rohit Sharma 
8470,15,15.0,27.0,55.55,2.0,0.0,Sri Lanka,Adelaide,Rohit Sharma 
8471,0.0,0.0,5.0,0.0,0.0,0.0,Australia,Brisbane,Rohit Sharma 
8472,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dhaka,Rohit Sharma 
8473,4,4.0,6.0,66.66,0.0,0.0,Bangladesh,Dhaka,Rohit Sharma 
8474,68.0,68.0,83.0,81.92,5.0,1.0,Pakistan,Dhaka,Rohit Sharma 
8475,5.0,5.0,8.0,62.5,0.0,0.0,Sri Lanka,Hambantota,Rohit Sharma 
8476,0.0,0.0,5.0,0.0,0.0,0.0,Sri Lanka,Hambantota,Rohit Sharma 
8477,0.0,0.0,1.0,0.0,0.0,0.0,Sri Lanka,Colombo (RPS),Rohit Sharma 
8478,4,4.0,14.0,28.57,0.0,0.0,Sri Lanka,Colombo (RPS),Rohit Sharma 
8479,4,4.0,9.0,44.44,1.0,0.0,Sri Lanka,Pallekele,Rohit Sharma 
8480,4,4.0,14.0,28.57,0.0,0.0,Pakistan,Chennai,Rohit Sharma 
8481,83,83.0,93.0,89.24,11.0,1.0,England,Mohali,Rohit Sharma 
8482,4,4.0,9.0,44.44,1.0,0.0,England,Dharamsala,Rohit Sharma 
8483,65.0,65.0,81.0,80.24,8.0,1.0,South Africa,Cardiff,Rohit Sharma 
8484,52.0,52.0,56.0,92.85,7.0,0.0,West Indies,The Oval,Rohit Sharma 
8485,18,18.0,32.0,56.25,2.0,0.0,Pakistan,Birmingham,Rohit Sharma 
8486,33,33.0,50.0,66.0,4.0,0.0,Sri Lanka,Cardiff,Rohit Sharma 
8487,9,9.0,14.0,64.28,1.0,0.0,England,Birmingham,Rohit Sharma 
8488,60.0,60.0,89.0,67.41,4.0,1.0,West Indies,Kingston,Rohit Sharma 
8489,5.0,5.0,13.0,38.46,0.0,0.0,Sri Lanka,Kingston,Rohit Sharma 
8490,46.0,46.0,78.0,58.97,5.0,0.0,West Indies,Port of Spain,Rohit Sharma 
8491,48*,48.0,83.0,57.83,2.0,1.0,Sri Lanka,Port of Spain,Rohit Sharma 
8492,58,58.0,89.0,65.16,5.0,1.0,Sri Lanka,Port of Spain,Rohit Sharma 
8497,42.0,42.0,47.0,89.36,6.0,0.0,Australia,Pune,Rohit Sharma 
8498,141*,141.0,123.0,114.63,17.0,4.0,Australia,Jaipur,Rohit Sharma 
8499,11,11.0,22.0,50.0,2.0,0.0,Australia,Mohali,Rohit Sharma 
8500,9*,9.0,13.0,69.23,1.0,0.0,Australia,Ranchi,Rohit Sharma 
8501,79,79.0,89.0,88.76,7.0,3.0,Australia,Nagpur,Rohit Sharma 
8502,209,209.0,158.0,132.27,12.0,16.0,Australia,Bengaluru,Rohit Sharma 
8503,72.0,72.0,81.0,88.88,8.0,1.0,West Indies,Kochi,Rohit Sharma 
8504,12,12.0,19.0,63.15,3.0,0.0,West Indies,Visakhapatnam,Rohit Sharma 
8505,4,4.0,14.0,28.57,0.0,0.0,West Indies,Kanpur,Rohit Sharma 
8506,18,18.0,43.0,41.86,2.0,0.0,South Africa,Johannesburg,Rohit Sharma 
8507,19,19.0,26.0,73.07,2.0,0.0,South Africa,Durban,Rohit Sharma 
8508,-1,0.0,0.0,0.0,0.0,0.0,South Africa,Centurion,Rohit Sharma 
8509,3,3.0,23.0,13.04,0.0,0.0,New Zealand,Napier,Rohit Sharma 
8510,20.0,20.0,34.0,58.82,2.0,1.0,New Zealand,Hamilton,Rohit Sharma 
8511,39,39.0,38.0,102.63,1.0,4.0,New Zealand,Auckland,Rohit Sharma 
8512,79,79.0,94.0,84.04,6.0,4.0,New Zealand,Hamilton,Rohit Sharma 
8513,4,4.0,13.0,30.76,0.0,0.0,New Zealand,Wellington,Rohit Sharma 
8514,21,21.0,29.0,72.41,1.0,1.0,Bangladesh,Fatullah,Rohit Sharma 
8515,13,13.0,28.0,46.42,1.0,0.0,Sri Lanka,Fatullah,Rohit Sharma 
8516,56.0,56.0,58.0,96.55,7.0,2.0,Pakistan,Dhaka,Rohit Sharma 
8517,18*,18.0,24.0,75.0,1.0,0.0,Afghanistan,Dhaka,Rohit Sharma 
8518,52.0,52.0,87.0,59.77,4.0,1.0,England,Cardiff,Rohit Sharma 
8519,264,264.0,173.0,152.6,33.0,9.0,Sri Lanka,Kolkata,Rohit Sharma 
8520,9,9.0,12.0,75.0,2.0,0.0,Sri Lanka,Ranchi,Rohit Sharma 
8521,138.0,138.0,139.0,99.28,9.0,4.0,Australia,Melbourne,Rohit Sharma 
8522,15,15.0,20.0,75.0,2.0,0.0,Pakistan,Adelaide,Rohit Sharma 
8523,0.0,0.0,6.0,0.0,0.0,0.0,South Africa,Melbourne,Rohit Sharma 
8525,7,7.0,18.0,38.88,1.0,0.0,West Indies,Perth,Rohit Sharma 
8528,137,137.0,126.0,108.73,14.0,3.0,Bangladesh,Melbourne,Rohit Sharma 
8529,34,34.0,48.0,70.83,1.0,2.0,Australia,Sydney,Rohit Sharma 
8530,63,63.0,68.0,92.64,4.0,1.0,Bangladesh,Dhaka,Rohit Sharma 
8531,0.0,0.0,2.0,0.0,0.0,0.0,Bangladesh,Dhaka,Rohit Sharma 
8532,29,29.0,29.0,100.0,2.0,1.0,Bangladesh,Dhaka,Rohit Sharma 
8533,150.0,150.0,133.0,112.78,13.0,6.0,South Africa,Kanpur,Rohit Sharma 
8534,3,3.0,10.0,30.0,0.0,0.0,South Africa,Indore,Rohit Sharma 
8535,65.0,65.0,74.0,87.83,7.0,2.0,South Africa,Rajkot,Rohit Sharma 
8536,21,21.0,19.0,110.52,4.0,0.0,South Africa,Chennai,Rohit Sharma 
8537,16,16.0,20.0,80.0,3.0,0.0,South Africa,Mumbai,Rohit Sharma 
8538,171*,171.0,163.0,104.9,13.0,7.0,Australia,Perth,Rohit Sharma 
8539,124.0,124.0,127.0,97.63,11.0,3.0,Australia,Brisbane,Rohit Sharma 
8540,6,6.0,11.0,54.54,0.0,0.0,Australia,Melbourne,Rohit Sharma 
8541,41,41.0,25.0,164.0,2.0,3.0,Australia,Canberra,Rohit Sharma 
8542,99.0,99.0,108.0,91.66,9.0,1.0,Australia,Sydney,Rohit Sharma 
8543,14,14.0,26.0,53.84,1.0,1.0,New Zealand,Dharamsala,Rohit Sharma 
8544,15,15.0,27.0,55.55,1.0,1.0,New Zealand,Delhi,Rohit Sharma 
8545,13,13.0,21.0,61.9,2.0,0.0,New Zealand,Mohali,Rohit Sharma 
8546,11,11.0,19.0,57.89,2.0,0.0,New Zealand,Ranchi,Rohit Sharma 
8547,70.0,70.0,65.0,107.69,5.0,3.0,New Zealand,Visakhapatnam,Rohit Sharma 
8548,91,91.0,119.0,76.47,7.0,2.0,Pakistan,Birmingham,Rohit Sharma 
8549,78.0,78.0,79.0,98.73,6.0,3.0,Sri Lanka,The Oval,Rohit Sharma 
8550,12,12.0,20.0,60.0,1.0,1.0,South Africa,The Oval,Rohit Sharma 
8551,123*,123.0,129.0,95.34,15.0,1.0,Bangladesh,Birmingham,Rohit Sharma 
8552,0.0,0.0,3.0,0.0,0.0,0.0,Pakistan,The Oval,Rohit Sharma 
8553,4,4.0,13.0,30.76,0.0,0.0,Sri Lanka,Dambulla,Rohit Sharma 
8554,54.0,54.0,45.0,120.0,5.0,3.0,Sri Lanka,Pallekele,Rohit Sharma 
8555,124*,124.0,145.0,85.51,16.0,2.0,Sri Lanka,Pallekele,Rohit Sharma 
8556,104.0,104.0,88.0,118.18,11.0,3.0,Sri Lanka,Colombo (RPS),Rohit Sharma 
8557,16,16.0,20.0,80.0,1.0,0.0,Sri Lanka,Colombo (RPS),Rohit Sharma 
8558,28.0,28.0,44.0,63.63,3.0,0.0,Australia,Chennai,Rohit Sharma 
8559,7,7.0,14.0,50.0,1.0,0.0,Australia,Kolkata,Rohit Sharma 
8560,71,71.0,62.0,114.51,6.0,4.0,Australia,Indore,Rohit Sharma 
8561,65.0,65.0,55.0,118.18,1.0,5.0,Australia,Bengaluru,Rohit Sharma 
8562,125.0,125.0,109.0,114.67,11.0,5.0,Australia,Nagpur,Rohit Sharma 
8563,20.0,20.0,18.0,111.11,0.0,2.0,New Zealand,Mumbai,Rohit Sharma 
8564,7,7.0,19.0,36.84,1.0,0.0,New Zealand,Pune,Rohit Sharma 
8565,147,147.0,138.0,106.52,18.0,2.0,New Zealand,Kanpur,Rohit Sharma 
8566,2,2.0,13.0,15.38,0.0,0.0,Sri Lanka,Dharamsala,Rohit Sharma 
8567,208*,208.0,153.0,135.94,13.0,12.0,Sri Lanka,Mohali,Rohit Sharma 
8568,7,7.0,14.0,50.0,0.0,1.0,Sri Lanka,Visakhapatnam,Rohit Sharma 
8569,20.0,20.0,30.0,66.66,2.0,1.0,South Africa,Durban,Rohit Sharma 
8570,15,15.0,17.0,88.23,2.0,1.0,South Africa,Centurion,Rohit Sharma 
8571,0.0,0.0,6.0,0.0,0.0,0.0,South Africa,Cape Town,Rohit Sharma 
8572,5.0,5.0,13.0,38.46,1.0,0.0,South Africa,Johannesburg,Rohit Sharma 
8573,115.0,115.0,126.0,91.26,11.0,4.0,South Africa,Port Elizabeth,Rohit Sharma 
8574,15,15.0,13.0,115.38,3.0,0.0,South Africa,Centurion,Rohit Sharma 
8575,137*,137.0,114.0,120.17,15.0,4.0,England,Nottingham,Rohit Sharma 
8576,15,15.0,26.0,57.69,2.0,0.0,England,Lord's,Rohit Sharma 
8577,2,2.0,18.0,11.11,0.0,0.0,England,Leeds,Rohit Sharma 
8579,52.0,52.0,39.0,133.33,6.0,3.0,Pakistan,Dubai (DSC),Rohit Sharma 
8580,83*,83.0,104.0,79.8,5.0,3.0,Bangladesh,Dubai (DSC),Rohit Sharma 
8581,111*,111.0,119.0,93.27,7.0,4.0,Pakistan,Dubai (DSC),Rohit Sharma 
8582,48.0,48.0,55.0,87.27,3.0,3.0,Bangladesh,Dubai (DSC),Rohit Sharma 
8583,152*,152.0,117.0,129.91,15.0,8.0,West Indies,Guwahati,Rohit Sharma 
8584,4,4.0,8.0,50.0,1.0,0.0,West Indies,Visakhapatnam,Rohit Sharma 
8585,8,8.0,9.0,88.88,2.0,0.0,West Indies,Pune,Rohit Sharma 
8586,162,162.0,137.0,118.24,20.0,4.0,West Indies,Mumbai (BS),Rohit Sharma 
8587,63*,63.0,56.0,112.5,5.0,4.0,West Indies,Thiruvananthapuram,Rohit Sharma 
8588,133,133.0,129.0,103.1,10.0,6.0,Australia,Sydney,Rohit Sharma 
8589,43,43.0,52.0,82.69,2.0,2.0,Australia,Adelaide,Rohit Sharma 
8590,9,9.0,17.0,52.94,1.0,0.0,Australia,Melbourne,Rohit Sharma 
8591,11,11.0,24.0,45.83,1.0,0.0,New Zealand,Napier,Rohit Sharma 
8592,87,87.0,96.0,90.62,9.0,3.0,New Zealand,Mount Maunganui,Rohit Sharma 
8593,62.0,62.0,77.0,80.51,3.0,2.0,New Zealand,Mount Maunganui,Rohit Sharma 
8594,7,7.0,23.0,30.43,0.0,0.0,New Zealand,Hamilton,Rohit Sharma 
8595,2,2.0,16.0,12.5,0.0,0.0,New Zealand,Wellington,Rohit Sharma 
8596,37,37.0,66.0,56.06,5.0,0.0,Australia,Hyderabad (Deccan),Rohit Sharma 
8597,0.0,0.0,6.0,0.0,0.0,0.0,Australia,Nagpur,Rohit Sharma 
8598,14,14.0,14.0,100.0,2.0,1.0,Australia,Ranchi,Rohit Sharma 
8599,95.0,95.0,92.0,103.26,7.0,2.0,Australia,Mohali,Rohit Sharma 
8600,56.0,56.0,89.0,62.92,4.0,0.0,Australia,Delhi,Rohit Sharma 
8601,15,15.0,10.0,150.0,2.0,0.0,West Indies,Napier,Ross Taylor
8602,31,31.0,29.0,106.89,7.0,0.0,West Indies,Auckland,Ross Taylor
8603,128*,128.0,133.0,96.24,12.0,4.0,Sri Lanka,Napier,Ross Taylor
8604,15,15.0,26.0,57.69,2.0,0.0,Sri Lanka,Queenstown,Ross Taylor
8605,0.0,0.0,4.0,0.0,0.0,0.0,Sri Lanka,Christchurch,Ross Taylor
8606,0.0,0.0,7.0,0.0,0.0,0.0,Sri Lanka,Auckland,Ross Taylor
8607,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Hamilton,Ross Taylor
8608,84.0,84.0,82.0,102.43,10.0,3.0,Australia,Hobart,Ross Taylor
8609,1,1.0,7.0,14.28,0.0,0.0,England,Hobart,Ross Taylor
8610,26,26.0,43.0,60.46,5.0,0.0,Australia,Sydney,Ross Taylor
8611,15,15.0,44.0,34.09,1.0,0.0,England,Adelaide,Ross Taylor
8612,39,39.0,50.0,78.0,2.0,0.0,Australia,Perth,Ross Taylor
8613,71,71.0,81.0,87.65,7.0,1.0,England,Perth,Ross Taylor
8614,21,21.0,31.0,67.74,1.0,0.0,Australia,Melbourne,Ross Taylor
8615,25.0,25.0,27.0,92.59,1.0,0.0,England,Brisbane,Ross Taylor
8616,-1,0.0,0.0,0.0,0.0,0.0,Australia,Wellington,Ross Taylor
8617,117,117.0,127.0,92.12,16.0,1.0,Australia,Auckland,Ross Taylor
8618,11,11.0,12.0,91.66,1.0,0.0,Australia,Hamilton,Ross Taylor
8619,0.0,0.0,1.0,0.0,0.0,0.0,England,Gros Islet,Ross Taylor
8621,0.0,0.0,2.0,0.0,0.0,0.0,Sri Lanka,St George's,Ross Taylor
8622,10.0,10.0,17.0,58.82,1.0,0.0,South Africa,St George's,Ross Taylor
8623,3,3.0,6.0,50.0,0.0,0.0,Australia,St George's,Ross Taylor
8624,9,9.0,25.0,36.0,1.0,0.0,Sri Lanka,Kingston,Ross Taylor
8625,20.0,20.0,22.0,90.9,1.0,1.0,South Africa,Durban,Ross Taylor
8626,13*,13.0,10.0,130.0,2.0,0.0,South Africa,Port Elizabeth,Ross Taylor
8627,3,3.0,10.0,30.0,0.0,0.0,South Africa,Cape Town,Ross Taylor
8628,50.0,50.0,52.0,96.15,1.0,3.0,Australia,Adelaide,Ross Taylor
8629,5*,5.0,8.0,62.5,0.0,0.0,Australia,Sydney,Ross Taylor
8630,13,13.0,19.0,68.42,1.0,0.0,Australia,Hobart,Ross Taylor
8631,8,8.0,8.0,100.0,0.0,1.0,Bangladesh,Auckland,Ross Taylor
8632,34*,34.0,24.0,141.66,2.0,1.0,Bangladesh,Napier,Ross Taylor
8633,-1,0.0,0.0,0.0,0.0,0.0,Bangladesh,Queenstown,Ross Taylor
8634,24*,24.0,39.0,61.53,2.0,1.0,England,Wellington,Ross Taylor
8635,-1,0.0,0.0,0.0,0.0,0.0,England,Hamilton,Ross Taylor
8636,31,31.0,49.0,63.26,1.0,1.0,England,Auckland,Ross Taylor
8637,48.0,48.0,47.0,102.12,4.0,1.0,England,Napier,Ross Taylor
8638,41*,41.0,52.0,78.84,7.0,0.0,England,Christchurch,Ross Taylor
8639,20.0,20.0,34.0,58.82,1.0,0.0,England,Chester-le-Street,Ross Taylor
8640,25.0,25.0,21.0,119.04,5.0,0.0,England,Birmingham,Ross Taylor
8641,8,8.0,30.0,26.66,0.0,0.0,England,Bristol,Ross Taylor
8642,6,6.0,15.0,40.0,1.0,0.0,England,The Oval,Ross Taylor
8643,4,4.0,15.0,26.66,0.0,0.0,England,Lord's,Ross Taylor
8646,2,2.0,4.0,50.0,0.0,0.0,Bangladesh,Dhaka,Ross Taylor
8647,33,33.0,54.0,61.11,2.0,2.0,Bangladesh,Dhaka,Ross Taylor
8648,103,103.0,119.0,86.55,5.0,4.0,Bangladesh,Chattogram,Ross Taylor
8649,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Queenstown,Ross Taylor
8650,13,13.0,20.0,65.0,0.0,0.0,West Indies,Christchurch,Ross Taylor
8651,51*,51.0,50.0,102.0,5.0,3.0,West Indies,Wellington,Ross Taylor
8652,75.0,75.0,87.0,86.2,6.0,1.0,West Indies,Auckland,Ross Taylor
8653,48*,48.0,71.0,67.6,3.0,0.0,West Indies,Napier,Ross Taylor
8654,64.0,64.0,97.0,65.97,6.0,1.0,Australia,Perth,Ross Taylor
8655,47,47.0,74.0,63.51,3.0,0.0,Australia,Melbourne,Ross Taylor
8656,4,4.0,2.0,200.0,1.0,0.0,Australia,Sydney,Ross Taylor
8657,76.0,76.0,71.0,107.04,6.0,2.0,Australia,Adelaide,Ross Taylor
8658,4,4.0,3.0,133.33,1.0,0.0,Australia,Brisbane,Ross Taylor
8659,31,31.0,24.0,129.16,3.0,0.0,India,Napier,Ross Taylor
8660,-1,0.0,0.0,0.0,0.0,0.0,India,Wellington,Ross Taylor
8661,7,7.0,6.0,116.66,1.0,0.0,India,Christchurch,Ross Taylor
8662,5.0,5.0,13.0,38.46,0.0,0.0,India,Hamilton,Ross Taylor
8663,28*,28.0,33.0,84.84,4.0,1.0,India,Auckland,Ross Taylor
8664,2,2.0,4.0,50.0,0.0,0.0,Sri Lanka,Colombo (RPS),Ross Taylor
8665,11,11.0,15.0,73.33,2.0,0.0,India,Colombo (RPS),Ross Taylor
8666,72.0,72.0,106.0,67.92,6.0,2.0,South Africa,Centurion,Ross Taylor
8667,4,4.0,2.0,200.0,1.0,0.0,Sri Lanka,Johannesburg,Ross Taylor
8668,1,1.0,3.0,33.33,0.0,0.0,England,Johannesburg,Ross Taylor
8669,38,38.0,61.0,62.29,1.0,2.0,Pakistan,Johannesburg,Ross Taylor
8670,6,6.0,13.0,46.15,0.0,0.0,Australia,Centurion,Ross Taylor
8671,0.0,0.0,5.0,0.0,0.0,0.0,Pakistan,Abu Dhabi,Ross Taylor
8672,0.0,0.0,2.0,0.0,0.0,0.0,Pakistan,Abu Dhabi,Ross Taylor
8673,44.0,44.0,69.0,63.76,0.0,1.0,Pakistan,Abu Dhabi,Ross Taylor
8674,51,51.0,52.0,98.07,4.0,2.0,Bangladesh,Napier,Ross Taylor
8675,78.0,78.0,52.0,150.0,6.0,5.0,Bangladesh,Dunedin,Ross Taylor
8676,3,3.0,10.0,30.0,0.0,0.0,Bangladesh,Christchurch,Ross Taylor
8677,70.0,70.0,71.0,98.59,6.0,1.0,Australia,Napier,Ross Taylor
8678,62.0,62.0,66.0,93.93,4.0,2.0,Australia,Hamilton,Ross Taylor
8679,15,15.0,37.0,40.54,1.0,0.0,Australia,Auckland,Ross Taylor
8680,30.0,30.0,55.0,54.54,3.0,0.0,Australia,Wellington,Ross Taylor
8681,95.0,95.0,113.0,84.07,8.0,1.0,India,Dambulla,Ross Taylor
8682,16,16.0,34.0,47.05,2.0,0.0,Sri Lanka,Dambulla,Ross Taylor
8683,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dambulla,Ross Taylor
8684,8,8.0,14.0,57.14,2.0,0.0,India,Dambulla,Ross Taylor
8685,42.0,42.0,56.0,75.0,1.0,1.0,Bangladesh,Dhaka,Ross Taylor
8686,62*,62.0,72.0,86.11,3.0,4.0,Bangladesh,Dhaka,Ross Taylor
8687,3,3.0,3.0,100.0,0.0,0.0,Bangladesh,Dhaka,Ross Taylor
8688,3,3.0,9.0,33.33,0.0,0.0,Bangladesh,Dhaka,Ross Taylor
8689,66.0,66.0,69.0,95.65,3.0,3.0,India,Guwahati,Ross Taylor
8690,15,15.0,23.0,65.21,0.0,1.0,India,Jaipur,Ross Taylor
8691,4,4.0,16.0,25.0,0.0,0.0,India,Vadodara,Ross Taylor
8692,44.0,44.0,73.0,60.27,3.0,0.0,India,Bengaluru,Ross Taylor
8693,9,9.0,9.0,100.0,2.0,0.0,India,Chennai,Ross Taylor
8694,23*,23.0,29.0,79.31,2.0,1.0,Pakistan,Wellington,Ross Taylor
8695,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Queenstown,Ross Taylor
8696,6,6.0,14.0,42.85,0.0,0.0,Pakistan,Christchurch,Ross Taylor
8697,4,4.0,5.0,80.0,1.0,0.0,Pakistan,Napier,Ross Taylor
8698,69,69.0,91.0,75.82,4.0,1.0,Pakistan,Hamilton,Ross Taylor
8699,5.0,5.0,10.0,50.0,0.0,0.0,Pakistan,Auckland,Ross Taylor
8701,7,7.0,22.0,31.81,1.0,0.0,Australia,Nagpur,Ross Taylor
8703,131*,131.0,124.0,105.64,8.0,7.0,Pakistan,Pallekele,Ross Taylor
8705,33,33.0,55.0,60.0,3.0,1.0,Sri Lanka,Mumbai,Ross Taylor
8706,43,43.0,72.0,59.72,1.0,1.0,South Africa,Dhaka,Ross Taylor
8707,36.0,36.0,55.0,65.45,1.0,0.0,Sri Lanka,Colombo (RPS),Ross Taylor
8711,110.0,110.0,115.0,95.65,6.0,5.0,West Indies,Basseterre,Ross Taylor
8712,28.0,28.0,38.0,73.68,3.0,0.0,West Indies,Basseterre,Ross Taylor
8713,72.0,72.0,62.0,116.12,7.0,2.0,Sri Lanka,Pallekele,Ross Taylor
8714,7,7.0,16.0,43.75,1.0,0.0,Sri Lanka,Pallekele,Ross Taylor
8715,6,6.0,17.0,35.29,0.0,0.0,Sri Lanka,Hambantota,Ross Taylor
8716,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Hambantota,Ross Taylor
8717,22,22.0,38.0,57.89,3.0,0.0,England,Hamilton,Ross Taylor
8718,100.0,100.0,117.0,85.47,9.0,1.0,England,Napier,Ross Taylor
8719,28.0,28.0,52.0,53.84,2.0,0.0,England,Auckland,Ross Taylor
8720,54.0,54.0,77.0,70.12,9.0,0.0,England,Lord's,Ross Taylor
8721,60.0,60.0,54.0,111.11,3.0,2.0,England,Southampton,Ross Taylor
8722,71,71.0,84.0,84.52,2.0,3.0,England,Nottingham,Ross Taylor
8723,0.0,0.0,4.0,0.0,0.0,0.0,Sri Lanka,Cardiff,Ross Taylor
8724,9*,9.0,23.0,39.13,0.0,0.0,Australia,Birmingham,Ross Taylor
8725,3,3.0,6.0,50.0,0.0,0.0,England,Cardiff,Ross Taylor
8726,8,8.0,14.0,57.14,2.0,0.0,Bangladesh,Dhaka,Ross Taylor
8727,45.0,45.0,82.0,54.87,2.0,1.0,Bangladesh,Dhaka,Ross Taylor
8728,107*,107.0,93.0,115.05,9.0,3.0,Bangladesh,Fatullah,Ross Taylor
8729,3,3.0,10.0,30.0,0.0,0.0,West Indies,Auckland,Ross Taylor
8730,9,9.0,8.0,112.5,1.0,0.0,West Indies,Queenstown,Ross Taylor
8731,49,49.0,44.0,111.36,5.0,0.0,West Indies,Nelson,Ross Taylor
8732,9,9.0,15.0,60.0,0.0,0.0,West Indies,Hamilton,Ross Taylor
8733,55.0,55.0,82.0,67.07,1.0,0.0,India,Napier,Ross Taylor
8734,57,57.0,56.0,101.78,7.0,0.0,India,Hamilton,Ross Taylor
8735,17,17.0,18.0,94.44,2.0,0.0,India,Auckland,Ross Taylor
8736,112*,112.0,127.0,88.18,15.0,0.0,India,Hamilton,Ross Taylor
8737,102.0,102.0,106.0,96.22,10.0,1.0,India,Wellington,Ross Taylor
8738,105*,105.0,135.0,77.77,9.0,1.0,Pakistan,Dubai (DSC),Ross Taylor
8739,2,2.0,3.0,66.66,0.0,0.0,Pakistan,Sharjah,Ross Taylor
8740,31,31.0,25.0,124.0,1.0,3.0,Pakistan,Sharjah,Ross Taylor
8741,26,26.0,37.0,70.27,2.0,0.0,Pakistan,Abu Dhabi,Ross Taylor
8742,88*,88.0,95.0,92.63,5.0,1.0,Pakistan,Abu Dhabi,Ross Taylor
8743,34,34.0,69.0,49.27,2.0,0.0,Sri Lanka,Hamilton,Ross Taylor
8744,3,3.0,8.0,37.5,0.0,0.0,Sri Lanka,Auckland,Ross Taylor
8745,8,8.0,23.0,34.78,0.0,0.0,Sri Lanka,Nelson,Ross Taylor
8746,20.0,20.0,23.0,86.95,3.0,0.0,Sri Lanka,Dunedin,Ross Taylor
8747,96.0,96.0,102.0,94.11,7.0,2.0,Sri Lanka,Dunedin,Ross Taylor
8748,11,11.0,22.0,50.0,1.0,0.0,Sri Lanka,Wellington,Ross Taylor
8749,59*,59.0,81.0,72.83,4.0,0.0,Pakistan,Wellington,Ross Taylor
8750,102*,102.0,70.0,145.71,13.0,2.0,Pakistan,Napier,Ross Taylor
8751,14,14.0,28.0,50.0,0.0,0.0,Sri Lanka,Christchurch,Ross Taylor
8753,5*,5.0,5.0,100.0,1.0,0.0,England,Wellington,Ross Taylor
8754,1,1.0,2.0,50.0,0.0,0.0,Australia,Auckland,Ross Taylor
8755,24*,24.0,41.0,58.53,2.0,0.0,Afghanistan,Napier,Ross Taylor
8756,56.0,56.0,97.0,57.73,5.0,0.0,Bangladesh,Hamilton,Ross Taylor
8757,42.0,42.0,61.0,68.85,2.0,0.0,West Indies,Wellington,Ross Taylor
8758,30.0,30.0,39.0,76.92,4.0,0.0,South Africa,Auckland,Ross Taylor
8759,40.0,40.0,72.0,55.55,2.0,0.0,Australia,Melbourne,Ross Taylor
8760,57,57.0,54.0,105.55,5.0,1.0,England,Birmingham,Ross Taylor
8761,119*,119.0,96.0,123.95,10.0,4.0,England,The Oval,Ross Taylor
8762,110.0,110.0,123.0,89.43,12.0,0.0,England,Southampton,Ross Taylor
8763,42.0,42.0,55.0,76.36,3.0,0.0,England,Nottingham,Ross Taylor
8764,47,47.0,63.0,74.6,2.0,0.0,England,Chester-le-Street,Ross Taylor
8767,5*,5.0,9.0,55.55,0.0,0.0,Sri Lanka,Christchurch,Ross Taylor
8768,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Christchurch,Ross Taylor
8769,0.0,0.0,2.0,0.0,0.0,0.0,Sri Lanka,Nelson,Ross Taylor
8770,20*,20.0,14.0,142.85,3.0,0.0,Sri Lanka,Nelson,Ross Taylor
8771,61,61.0,67.0,91.04,4.0,1.0,Sri Lanka,Mount Maunganui,Ross Taylor
8772,0.0,0.0,1.0,0.0,0.0,0.0,India,Dharamsala,Ross Taylor
8773,21,21.0,42.0,50.0,2.0,0.0,India,Delhi,Ross Taylor
8774,44.0,44.0,57.0,77.19,4.0,1.0,India,Mohali,Ross Taylor
8775,35.0,35.0,58.0,60.34,1.0,0.0,India,Ranchi,Ross Taylor
8776,19,19.0,32.0,59.37,1.0,0.0,India,Visakhapatnam,Ross Taylor
8777,16,16.0,24.0,66.66,1.0,0.0,Australia,Auckland,Ross Taylor
8778,107,107.0,101.0,105.94,13.0,0.0,Australia,Hamilton,Ross Taylor
8779,1,1.0,3.0,33.33,0.0,0.0,South Africa,Hamilton,Ross Taylor
8780,102*,102.0,110.0,92.72,8.0,0.0,South Africa,Christchurch,Ross Taylor
8781,18,18.0,40.0,45.0,2.0,0.0,South Africa,Wellington,Ross Taylor
8782,66.0,66.0,97.0,68.04,7.0,1.0,South Africa,Hamilton,Ross Taylor
